human_id,other_id,sim
ENST00000629595.1|ENSG00000281450.1|OTTHUMG00000189732.1|OTTHUMT00000481585.1|PANDAR-001|PANDAR|1506|,ENSMUST00000133221.1|ENSMUSG00000085912.1|OTTMUSG00000031656.1|OTTMUST00000078429.1|Trp53cor1-001|Trp53cor1|2956|,0.9633813
ENST00000437721.1|ENSG00000232117.1|OTTHUMG00000055982.1|OTTHUMT00000125972.1|LINC00384-001|LINC00384|6852|,ENSMUST00000133243.4|ENSMUSG00000085971.4|OTTMUSG00000021229.3|OTTMUST00000050273.1|Gm15411-001|Gm15411|3488|,0.9892781
ENST00000454444.1|ENSG00000225916.1|OTTHUMG00000154724.1|OTTHUMT00000336775.1|AC007879.4-001|AC007879.4|551|,ENSMUST00000133244.1|ENSMUSG00000044689.5|OTTMUSG00000013918.1|OTTMUST00000033148.1|Gm13749-001|Gm13749|1432|,0.936613
ENST00000438401.1|ENSG00000228338.1|OTTHUMG00000041465.1|OTTHUMT00000099354.1|RP5-845O24.8-001|RP5-845O24.8|378|,ENSMUST00000133334.1|ENSMUSG00000028590.6|OTTMUSG00000027914.1|OTTMUST00000069133.1|Pramef12os-001|Pramef12os|767|,0.83894604
ENST00000432081.1|ENSG00000235575.1|OTTHUMG00000035451.1|OTTHUMT00000086105.1|RP4-800F24.1-001|RP4-800F24.1|368|,ENSMUST00000133341.2|ENSMUSG00000086593.2|OTTMUSG00000034814.1|OTTMUST00000088490.1|Gm16548-001|Gm16548|1226|,0.91448003
ENST00000624836.1|ENSG00000279781.1|OTTHUMG00000179640.1|OTTHUMT00000447477.1|RP11-466A19.7-001|RP11-466A19.7|613|,ENSMUST00000133400.1|ENSMUSG00000085078.1|OTTMUSG00000000225.1|OTTMUST00000000664.1|C030013C21Rik-001|C030013C21Rik|795|,0.9439219
ENST00000624034.1|ENSG00000196366.3|OTTHUMG00000131725.1|OTTHUMT00000254644.1|C9orf163-001|C9orf163|2573|,ENSMUST00000133463.1|ENSMUSG00000086714.1|OTTMUSG00000012797.1|OTTMUST00000030668.1|0610009E02Rik-001|0610009E02Rik|1609|,0.9691832
ENST00000623360.1|ENSG00000176753.5|OTTHUMG00000172399.2|OTTHUMT00000418370.2|C15orf56-001|C15orf56|2129|,ENSMUST00000133534.1|ENSMUSG00000086421.1|OTTMUSG00000015638.1|OTTMUST00000037149.1|Gm14091-001|Gm14091|874|,0.9516542
ENST00000424252.2|ENSG00000197670.6|OTTHUMG00000032765.3|OTTHUMT00000079759.3|RP4-724E16.2-001|RP4-724E16.2|2502|,ENSMUST00000133586.1|ENSMUSG00000086970.1|OTTMUSG00000016110.1|OTTMUST00000038491.1|Bcas1os1-001|Bcas1os1|1239|,0.96827114
ENST00000474798.1|ENSG00000239462.1|OTTHUMG00000159061.1|OTTHUMT00000353103.1|CTD-2021J15.1-001|CTD-2021J15.1|395|,ENSMUST00000133622.1|ENSMUSG00000086827.1|OTTMUSG00000025633.1|OTTMUST00000063068.1|4930461C15Rik-001|4930461C15Rik|1302|,0.9618143
ENST00000564224.1|ENSG00000261215.1|OTTHUMG00000170835.1|OTTHUMT00000410636.1|RP11-195F19.30-001|RP11-195F19.30|3264|,ENSMUST00000133644.1|ENSMUSG00000087577.1|OTTMUSG00000011341.1|OTTMUST00000026556.1|Gm13299-001|Gm13299|425|,0.9418127
ENST00000602835.1|ENSG00000270096.1|OTTHUMG00000184030.1|OTTHUMT00000467808.1|RP11-362K14.6-001|RP11-362K14.6|1252|,ENSMUST00000133653.1|ENSMUSG00000086189.1|OTTMUSG00000022328.1|OTTMUST00000053234.1|Gm15462-001|Gm15462|4580|,0.9673034
ENST00000602730.1|ENSG00000272815.1|OTTHUMG00000059170.3|OTTHUMT00000468034.1|RP11-219A15.4-001|RP11-219A15.4|3243|,ENSMUST00000133698.1|ENSMUSG00000086910.1|OTTMUSG00000025967.1|OTTMUST00000064056.1|Gm15755-001|Gm15755|659|,0.9643564
ENST00000569378.1|ENSG00000260063.1|OTTHUMG00000175777.1|OTTHUMT00000431059.1|RP5-968P14.2-001|RP5-968P14.2|2000|,ENSMUST00000133742.1|ENSMUSG00000085009.1|OTTMUSG00000009633.1|OTTMUST00000022182.1|Gm12977-001|Gm12977|942|,0.96392936
ENST00000507842.1|ENSG00000249623.1|OTTHUMG00000161279.1|OTTHUMT00000364352.1|RP11-610J23.1-001|RP11-610J23.1|448|,ENSMUST00000133752.1|ENSMUSG00000086866.2|OTTMUSG00000031054.2|OTTMUST00000076932.1|4930512H18Rik-001|4930512H18Rik|1493|,0.9410699
ENST00000446193.1|ENSG00000229751.1|OTTHUMG00000017706.1|OTTHUMT00000046885.1|RP11-142M10.2-001|RP11-142M10.2|570|,ENSMUST00000133873.7|ENSMUSG00000087355.7|OTTMUSG00000010802.2|OTTMUST00000025264.2|Gm13187-001|Gm13187|1321|,0.9494884
ENST00000625030.1|ENSG00000279256.1|OTTHUMG00000175495.1|OTTHUMT00000430273.1|RP11-5P15.1-001|RP11-5P15.1|1899|,ENSMUST00000133884.7|ENSMUSG00000087128.7|OTTMUSG00000007852.1|OTTMUST00000017877.1|Gm12655-001|Gm12655|925|,0.9625103
ENST00000513329.1|ENSG00000250994.1|OTTHUMG00000163069.1|OTTHUMT00000371575.1|AC005355.1-001|AC005355.1|714|,ENSMUST00000133940.1|ENSMUSG00000084800.1|OTTMUSG00000005615.1|OTTMUST00000012493.1|Gm12205-001|Gm12205|575|,0.93963116
ENST00000517722.1|ENSG00000254186.1|OTTHUMG00000163549.1|OTTHUMT00000374096.1|RP11-167P20.1-001|RP11-167P20.1|736|,ENSMUST00000133945.1|ENSMUSG00000086475.1|OTTMUSG00000005438.1|OTTMUST00000012120.1|Platr13-001|Platr13|375|,0.90113795
ENST00000412353.1|ENSG00000226009.1|OTTHUMG00000018936.1|OTTHUMT00000049964.1|KCNIP2-AS1-001|KCNIP2-AS1|850|,ENSMUST00000133963.1|ENSMUSG00000087367.1|OTTMUSG00000022724.1|OTTMUST00000054503.1|Gm15491-001|Gm15491|751|,0.9349661
ENST00000454104.1|ENSG00000223989.1|OTTHUMG00000037769.1|OTTHUMT00000092157.1|RP11-84A14.5-001|RP11-84A14.5|424|,ENSMUST00000134059.1|ENSMUSG00000084807.1|OTTMUSG00000010281.1|OTTMUST00000023922.1|Gm13073-001|Gm13073|486|,0.9131979
ENST00000623412.1|ENSG00000279894.1|OTTHUMG00000175537.1|OTTHUMT00000430439.1|GHc-857G6.7-001|GHc-857G6.7|2297|,ENSMUST00000134066.7|ENSMUSG00000087368.7|OTTMUSG00000018722.1|OTTMUST00000045029.1|BC065397-001|BC065397|3201|,0.9779784
ENST00000625040.1|ENSG00000280122.1|OTTHUMG00000177281.1|OTTHUMT00000436095.1|RP11-87G24.2-001|RP11-87G24.2|3246|,ENSMUST00000134069.1|ENSMUSG00000085511.1|OTTMUSG00000003885.1|OTTMUST00000008572.1|Gm11738-001|Gm11738|2158|,0.97829676
ENST00000635272.1|ENSG00000282864.1|OTTHUMG00000191490.1|OTTHUMT00000488085.1|RP11-487A2.1-001|RP11-487A2.1|1078|,ENSMUST00000134140.2|ENSMUSG00000089726.2|OTTMUSG00000033261.3|OTTMUST00000083388.3|Mir17hg-001|Mir17hg|3536|,0.97377837
ENST00000414948.1|ENSG00000236269.1|OTTHUMG00000001778.1|OTTHUMT00000004953.1|ENO1-IT1-001|ENO1-IT1|744|,ENSMUST00000134236.1|ENSMUSG00000086665.1|OTTMUSG00000010272.1|OTTMUST00000023904.1|Gm13067-001|Gm13067|404|,0.91627884
ENST00000497086.5|ENSG00000271853.5|OTTHUMG00000185744.1|OTTHUMT00000471130.1|RP1-178F15.5-002|RP1-178F15.5|753|,ENSMUST00000134250.1|ENSMUSG00000087411.1|OTTMUSG00000029512.1|OTTMUST00000073129.1|Gm16048-001|Gm16048|663|,0.94416595
ENST00000624930.1|ENSG00000278941.1|OTTHUMG00000177860.2|OTTHUMT00000439274.2|SMG6-IT1-001|SMG6-IT1|374|,ENSMUST00000134252.1|ENSMUSG00000085609.1|OTTMUSG00000006193.1|OTTMUST00000013960.1|1700016P03Rik-001|1700016P03Rik|863|,0.9205823
ENST00000620848.1|ENSG00000278816.1|OTTHUMG00000186606.1|OTTHUMT00000473459.1|RP5-1116H23.4-001|RP5-1116H23.4|304|,ENSMUST00000134264.1|ENSMUSG00000086250.1|OTTMUSG00000015649.1|OTTMUST00000037186.1|Gm14095-001|Gm14095|516|,0.9484569
ENST00000582080.1|ENSG00000263938.1|OTTHUMG00000179249.1|OTTHUMT00000445459.1|RP11-579O24.3-001|RP11-579O24.3|776|,ENSMUST00000134275.1|ENSMUSG00000085991.1|OTTMUSG00000001217.1|OTTMUST00000002439.1|Gm11479-001|Gm11479|387|,0.921222
ENST00000618407.1|ENSG00000275532.1|OTTHUMG00000188497.1|OTTHUMT00000477430.1|CTB-58E17.3-001|CTB-58E17.3|486|,ENSMUST00000134289.1|ENSMUSG00000087042.1|OTTMUSG00000002721.1|OTTMUST00000005393.1|Gm11611-001|Gm11611|1326|,0.92058986
ENST00000592766.1|ENSG00000267137.1|OTTHUMG00000180079.1|OTTHUMT00000449654.1|RP11-15K2.2-001|RP11-15K2.2|552|,ENSMUST00000134305.1|ENSMUSG00000085514.1|OTTMUSG00000001036.1|OTTMUST00000002073.1|Bcas3os2-001|Bcas3os2|661|,0.92304635
ENST00000587267.1|ENSG00000267342.1|OTTHUMG00000179918.1|OTTHUMT00000448944.1|RP11-552F3.10-001|RP11-552F3.10|1419|,ENSMUST00000134391.1|ENSMUSG00000087072.1|OTTMUSG00000003653.1|OTTMUST00000007891.1|Recql5os1-001|Recql5os1|396|,0.87673104
ENST00000620246.1|ENSG00000277767.1|OTTHUMG00000187282.1|OTTHUMT00000474694.1|RP11-365P13.5-001|RP11-365P13.5|1824|,ENSMUST00000134409.1|ENSMUSG00000031510.5|OTTMUSG00000022396.1|OTTMUST00000053515.1|1700128E19Rik-001|1700128E19Rik|2439|,0.97629684
ENST00000619766.1|ENSG00000274269.1|OTTHUMG00000186550.1|OTTHUMT00000473328.1|RP4-545L17.12-001|RP4-545L17.12|572|,ENSMUST00000134422.1|ENSMUSG00000086800.1|OTTMUSG00000015856.1|OTTMUST00000037679.1|4930556L07Rik-001|4930556L07Rik|1490|,0.95116186
ENST00000620144.1|ENSG00000275665.1|OTTHUMG00000188499.1|OTTHUMT00000477443.1|CTB-58E17.9-001|CTB-58E17.9|563|,ENSMUST00000134427.1|ENSMUSG00000085586.1|OTTMUSG00000002747.2|OTTMUST00000014165.1|Gm11613-001|Gm11613|1971|,0.9394995
ENST00000582246.1|ENSG00000263787.1|OTTHUMG00000178825.1|OTTHUMT00000443441.1|RP11-456D7.1-001|RP11-456D7.1|687|,ENSMUST00000134436.1|ENSMUSG00000085307.1|OTTMUSG00000001728.1|OTTMUST00000003427.1|Gm11525-001|Gm11525|2804|,0.9665537
ENST00000624703.1|ENSG00000278990.1|OTTHUMG00000173004.1|OTTHUMT00000421670.1|RP11-1127D7.2-001|RP11-1127D7.2|900|,ENSMUST00000134448.1|ENSMUSG00000086975.1|OTTMUSG00000019483.1|OTTMUST00000046513.1|Gm15208-001|Gm15208|493|,0.95250964
ENST00000535976.1|ENSG00000257097.1|OTTHUMG00000168927.1|OTTHUMT00000401639.1|CLIP1-AS1-001|CLIP1-AS1|1745|,ENSMUST00000134552.1|ENSMUSG00000086753.1|OTTMUSG00000025947.1|OTTMUST00000063987.1|Gm15751-001|Gm15751|1862|,0.96089196
ENST00000623054.1|ENSG00000279281.1|OTTHUMG00000178400.1|OTTHUMT00000441832.1|RP11-226M10.3-001|RP11-226M10.3|2074|,ENSMUST00000134567.1|ENSMUSG00000085646.1|OTTMUSG00000001270.1|OTTMUST00000002530.1|Gm11493-001|Gm11493|566|,0.9358838
ENST00000565366.1|ENSG00000261191.1|OTTHUMG00000172663.1|OTTHUMT00000419758.1|RP11-16L14.2-001|RP11-16L14.2|565|,ENSMUST00000134580.1|ENSMUSG00000085582.7|OTTMUSG00000015156.2|OTTMUST00000035954.1|3110099E03Rik-001|3110099E03Rik|2644|,0.9080848
ENST00000452923.1|ENSG00000224648.1|OTTHUMG00000019916.1|OTTHUMT00000052460.1|LINC01627-001|LINC01627|243|,ENSMUST00000134640.1|ENSMUSG00000086284.1|OTTMUSG00000007525.1|OTTMUST00000017353.1|Frmpd1os-001|Frmpd1os|415|,0.83647627
ENST00000615570.1|ENSG00000278058.1|OTTHUMG00000187007.1|OTTHUMT00000474233.1|RP11-70D24.2-001|RP11-70D24.2|804|,ENSMUST00000134649.1|ENSMUSG00000086717.1|OTTMUSG00000024923.1|OTTMUST00000061394.1|Gm15655-001|Gm15655|440|,0.8477904
ENST00000632608.1|ENSG00000282478.1|OTTHUMG00000191458.1|OTTHUMT00000487936.1|RP5-1128N12.3-001|RP5-1128N12.3|295|,ENSMUST00000134795.1|ENSMUSG00000086214.1|OTTMUSG00000015573.1|OTTMUST00000037003.1|Gm14062-001|Gm14062|4134|,0.94783676
ENST00000602702.1|ENSG00000269931.1|OTTHUMG00000184071.1|OTTHUMT00000467981.1|RP5-1069C8.3-001|RP5-1069C8.3|907|,ENSMUST00000134801.1|ENSMUSG00000085071.1|OTTMUSG00000015578.1|OTTMUST00000037010.1|Gm14066-001|Gm14066|2057|,0.94675255
ENST00000527021.2|ENSG00000269915.1|OTTHUMG00000183950.1|OTTHUMT00000467568.1|AP006621.9-001|AP006621.9|532|,ENSMUST00000134845.1|ENSMUSG00000086844.1|OTTMUSG00000024586.1|OTTMUST00000060401.1|B230206H07Rik-002|B230206H07Rik|3269|,0.9372852
ENST00000431202.1|ENSG00000235143.1|OTTHUMG00000043647.1|OTTHUMT00000102020.1|RP1-65J11.5-001|RP1-65J11.5|1747|,ENSMUST00000134911.1|ENSMUSG00000087451.1|OTTMUSG00000009590.1|OTTMUST00000022027.1|Gm12970-001|Gm12970|581|,0.93914187
ENST00000454034.1|ENSG00000233721.1|OTTHUMG00000020688.1|OTTHUMT00000054116.1|RP11-205K6.1-001|RP11-205K6.1|719|,ENSMUST00000134921.1|ENSMUSG00000087461.2|OTTMUSG00000051201.1|OTTMUST00000028111.1|C230014O12Rik-001|C230014O12Rik|2668|,0.964128
ENST00000609288.1|ENSG00000273181.1|OTTHUMG00000186108.1|OTTHUMT00000472266.1|RP11-778D9.13-001|RP11-778D9.13|620|,ENSMUST00000134992.1|ENSMUSG00000086837.1|OTTMUSG00000035775.1|OTTMUST00000091553.1|Gm16618-001|Gm16618|955|,0.9556174
ENST00000564762.1|ENSG00000260777.1|OTTHUMG00000175995.1|OTTHUMT00000431362.1|CTD-2008P7.1-001|CTD-2008P7.1|2736|,ENSMUST00000135030.1|ENSMUSG00000086380.1|OTTMUSG00000000133.1|OTTMUST00000000429.1|Gm11195-001|Gm11195|441|,0.923637
ENST00000619226.1|ENSG00000278784.1|OTTHUMG00000187065.1|OTTHUMT00000474358.1|RP11-468E2.11-001|RP11-468E2.11|1200|,ENSMUST00000135068.1|ENSMUSG00000086341.1|OTTMUSG00000027922.1|OTTMUST00000069168.1|Gm15932-001|Gm15932|512|,0.9524573
ENST00000456728.1|ENSG00000235149.1|OTTHUMG00000157216.1|OTTHUMT00000347985.1|RP11-45I20.1-001|RP11-45I20.1|549|,ENSMUST00000135116.1|ENSMUSG00000085440.1|OTTMUSG00000034081.1|OTTMUST00000086149.1|Sorbs2os-001|Sorbs2os|2474|,0.9544807
ENST00000445938.1|ENSG00000239775.1|OTTHUMG00000155352.1|OTTHUMT00000339591.1|AC017116.11-001|AC017116.11|708|,ENSMUST00000135132.1|ENSMUSG00000084819.1|OTTMUSG00000005102.1|OTTMUST00000011412.1|Gm11967-001|Gm11967|480|,0.88425165
ENST00000613809.1|ENSG00000277159.1|OTTHUMG00000187183.1|OTTHUMT00000474547.1|RP11-88E10.4-001|RP11-88E10.4|3590|,ENSMUST00000135138.1|ENSMUSG00000084780.7|OTTMUSG00000020611.1|OTTMUST00000048839.1|Gm15350-002|Gm15350|569|,0.94944626
ENST00000624058.1|ENSG00000278962.1|OTTHUMG00000176143.1|OTTHUMT00000431564.1|RP11-399B17.1-001|RP11-399B17.1|2272|,ENSMUST00000135186.1|ENSMUSG00000090248.1|OTTMUSG00000015421.1|OTTMUST00000036613.1|Gm14027-001|Gm14027|622|,0.9618015
ENST00000458361.1|ENSG00000237775.1|OTTHUMG00000031229.3|OTTHUMT00000076474.3|DDR1-AS1-001|DDR1-AS1|3994|,ENSMUST00000135203.1|ENSMUSG00000086867.1|OTTMUSG00000031042.1|OTTMUST00000076909.1|Gm4577-001|Gm4577|716|,0.95623416
ENST00000606200.1|ENSG00000271996.1|OTTHUMG00000185613.1|OTTHUMT00000470847.1|RP11-337N6.1-001|RP11-337N6.1|564|,ENSMUST00000135244.1|ENSMUSG00000087222.1|OTTMUSG00000013243.1|OTTMUST00000032002.1|E030042O20Rik-001|E030042O20Rik|1427|,0.9583974
ENST00000624511.1|ENSG00000279205.1|OTTHUMG00000176289.1|OTTHUMT00000431725.1|RP11-632P5.1-001|RP11-632P5.1|1624|,ENSMUST00000135329.1|ENSMUSG00000087504.1|OTTMUSG00000013250.1|OTTMUST00000032013.1|Gm13658-001|Gm13658|929|,0.9621599
ENST00000527984.1|ENSG00000255271.1|OTTHUMG00000166452.1|OTTHUMT00000389849.1|RP4-594L9.2-001|RP4-594L9.2|389|,ENSMUST00000135348.1|ENSMUSG00000087032.1|OTTMUSG00000014868.4|OTTMUST00000036191.1|Gm13874-003|Gm13874|941|,0.91183335
ENST00000416959.1|ENSG00000236936.1|OTTHUMG00000002623.1|OTTHUMT00000007466.1|RP3-329E20.2-001|RP3-329E20.2|723|,ENSMUST00000135358.1|ENSMUSG00000087476.1|OTTMUSG00000009797.1|OTTMUST00000022706.1|Rap1gapos-001|Rap1gapos|471|,0.9348581
ENST00000623641.1|ENSG00000280229.1|OTTHUMG00000175631.1|OTTHUMT00000430678.1|RP11-470C13.4-001|RP11-470C13.4|1967|,ENSMUST00000135360.1|ENSMUSG00000085958.1|OTTMUSG00000015688.1|OTTMUST00000037291.1|A930019D19Rik-001|A930019D19Rik|958|,0.95013386
ENST00000625059.1|ENSG00000279679.1|OTTHUMG00000188122.1|OTTHUMT00000476224.1|RP11-278J6.5-001|RP11-278J6.5|256|,ENSMUST00000135378.1|ENSMUSG00000085289.1|OTTMUSG00000020318.1|OTTMUST00000048212.1|Gm15337-001|Gm15337|3888|,0.9126905
ENST00000547876.1|ENSG00000257517.1|OTTHUMG00000169585.1|OTTHUMT00000404944.1|RP4-601P9.1-001|RP4-601P9.1|435|,ENSMUST00000135385.1|ENSMUSG00000086847.1|OTTMUSG00000029666.1|OTTMUST00000073588.1|Tbx3os2-001|Tbx3os2|1345|,0.92870975
ENST00000626781.1|ENSG00000280486.1|OTTHUMG00000186820.2|OTTHUMT00000480405.1|LLNLR-307A6.1-002|LLNLR-307A6.1|1366|,ENSMUST00000135434.1|ENSMUSG00000087672.1|OTTMUSG00000019109.1|OTTMUST00000045756.1|Gm15122-001|Gm15122|462|,0.9207158
ENST00000437012.1|ENSG00000230908.1|OTTHUMG00000133141.1|OTTHUMT00000256830.1|XXyac-YX60D10.1-001|XXyac-YX60D10.1|797|,ENSMUST00000135438.1|ENSMUSG00000086963.1|OTTMUSG00000015752.1|OTTMUST00000037408.1|Gm14135-001|Gm14135|591|,0.9524379
ENST00000515186.1|ENSG00000251186.1|OTTHUMG00000128484.20|OTTHUMT00000363007.2|RP11-689P11.3-001|RP11-689P11.3|664|,ENSMUST00000135451.1|ENSMUSG00000087703.1|OTTMUSG00000024855.1|OTTMUST00000061233.1|Gm15650-001|Gm15650|770|,0.94190526
ENST00000457890.1|ENSG00000224015.1|OTTHUMG00000059642.1|OTTHUMT00000132641.1|AC063976.3-001|AC063976.3|381|,ENSMUST00000135468.1|ENSMUSG00000085585.1|OTTMUSG00000005662.1|OTTMUST00000012595.1|Gm12223-001|Gm12223|528|,0.9126375
ENST00000416009.2|ENSG00000234303.2|OTTHUMG00000017276.2|OTTHUMT00000045609.2|CLYBL-AS1-001|CLYBL-AS1|621|,ENSMUST00000135485.7|ENSMUSG00000085555.9|OTTMUSG00000042154.1|OTTMUST00000110610.1|2610035F20Rik-002|2610035F20Rik|1900|,0.93495494
ENST00000571062.1|ENSG00000262231.1|OTTHUMG00000177818.1|OTTHUMT00000439047.1|RP11-960B9.2-002|RP11-960B9.2|503|,ENSMUST00000135553.2|ENSMUSG00000085659.2|OTTMUSG00000006092.2|OTTMUST00000013762.2|Gm12325-001|Gm12325|320|,0.89221543
ENST00000618697.1|ENSG00000278022.1|OTTHUMG00000187039.1|OTTHUMT00000474307.1|RP11-35O15.2-001|RP11-35O15.2|459|,ENSMUST00000135564.7|ENSMUSG00000086628.7|OTTMUSG00000031023.1|OTTMUST00000076852.1|Gm16157-001|Gm16157|1082|,0.9222532
ENST00000623111.1|ENSG00000279010.2|OTTHUMG00000189201.1|OTTHUMT00000479031.1|MIR6820-001|MIR6820|54538|,ENSMUST00000135583.1|ENSMUSG00000085802.1|OTTMUSG00000029588.1|OTTMUST00000073379.1|Gm16059-001|Gm16059|3778|,0.9908922
ENST00000576808.1|ENSG00000262979.1|OTTHUMG00000177579.1|OTTHUMT00000437838.1|CTD-2047H16.2-001|CTD-2047H16.2|653|,ENSMUST00000135630.1|ENSMUSG00000087675.1|OTTMUSG00000004029.1|OTTMUST00000008965.1|Gm11762-001|Gm11762|1705|,0.9394974
ENST00000602767.1|ENSG00000270084.1|OTTHUMG00000184089.1|OTTHUMT00000468012.1|GAS5-AS1-001|GAS5-AS1|694|,ENSMUST00000135643.7|ENSMUSG00000049160.15|OTTMUSG00000022134.1|OTTMUST00000052537.1|4930469G21Rik-001|4930469G21Rik|1192|,0.95987344
ENST00000606622.1|ENSG00000272485.1|OTTHUMG00000185338.1|OTTHUMT00000470217.1|RP11-284J1.1-001|RP11-284J1.1|2436|,ENSMUST00000135656.1|ENSMUSG00000085981.1|OTTMUSG00000000682.1|OTTMUST00000001311.1|Gm11375-001|Gm11375|646|,0.9587256
ENST00000526436.1|ENSG00000255433.5|OTTHUMG00000166934.3|OTTHUMT00000391947.1|AP000479.1-001|AP000479.1|2691|,ENSMUST00000135659.1|ENSMUSG00000086969.1|OTTMUSG00000013463.1|OTTMUST00000032552.1|4930443O20Rik-001|4930443O20Rik|1443|,0.9708535
ENST00000584676.1|ENSG00000265349.1|OTTHUMG00000178428.1|OTTHUMT00000441928.1|RP11-55L4.2-001|RP11-55L4.2|212|,ENSMUST00000135670.1|ENSMUSG00000055134.5|OTTMUSG00000005935.1|OTTMUST00000013219.1|9130017K11Rik-001|9130017K11Rik|3338|,0.9314766
ENST00000412133.5|ENSG00000229941.5|OTTHUMG00000154189.2|OTTHUMT00000334321.1|AC012499.1-001|AC012499.1|741|,ENSMUST00000135682.1|ENSMUSG00000086813.1|OTTMUSG00000013247.1|OTTMUST00000032006.1|Gm13657-001|Gm13657|1939|,0.93827057
ENST00000571512.1|ENSG00000262558.1|OTTHUMG00000177418.1|OTTHUMT00000436837.1|RP11-1260E13.3-001|RP11-1260E13.3|913|,ENSMUST00000135873.1|ENSMUSG00000087322.1|OTTMUSG00000029879.1|OTTMUST00000074146.1|Gm16075-001|Gm16075|361|,0.92113936
ENST00000434051.1|ENSG00000231528.2|OTTHUMG00000020516.3|OTTHUMT00000144713.2|FAM225A-002|FAM225A|6100|,ENSMUST00000135902.1|ENSMUSG00000086530.1|OTTMUSG00000009015.1|OTTMUST00000020451.1|Gm12910-001|Gm12910|724|,0.9704259
ENST00000508458.2|ENSG00000248668.2|OTTHUMG00000162087.2|OTTHUMT00000367161.2|OXCT1-AS1-001|OXCT1-AS1|1731|,ENSMUST00000135936.1|ENSMUSG00000086297.1|OTTMUSG00000024617.8|OTTMUST00000060510.1|Gm15632-001|Gm15632|246|,0.88783383
ENST00000609194.1|ENSG00000272931.1|OTTHUMG00000186155.1|OTTHUMT00000472333.1|RP5-943J3.2-001|RP5-943J3.2|695|,ENSMUST00000135958.1|ENSMUSG00000084878.1|OTTMUSG00000026389.1|OTTMUST00000065263.1|Lrrc8dos-001|Lrrc8dos|586|,0.92878634
ENST00000619370.1|ENSG00000278192.1|OTTHUMG00000186613.1|OTTHUMT00000473469.1|RP5-1056H1.2-001|RP5-1056H1.2|1932|,ENSMUST00000135990.1|ENSMUSG00000086575.1|OTTMUSG00000015667.1|OTTMUST00000037226.1|Gm14104-001|Gm14104|356|,0.9062434
ENST00000376593.2|ENSG00000204581.2|OTTHUMG00000153643.1|OTTHUMT00000331945.1|AC096670.3-002|AC096670.3|3026|,ENSMUST00000136025.1|ENSMUSG00000086879.1|OTTMUSG00000015363.1|OTTMUST00000036412.1|Gm14012-001|Gm14012|677|,0.9668804
ENST00000543347.1|ENSG00000256306.1|OTTHUMG00000168642.1|OTTHUMT00000400472.1|RP11-4N23.1-001|RP11-4N23.1|382|,ENSMUST00000136027.1|ENSMUSG00000086239.1|OTTMUSG00000016357.1|OTTMUST00000039341.1|Gm14329-001|Gm14329|591|,0.9342664
ENST00000523591.1|ENSG00000253591.1|OTTHUMG00000163148.2|OTTHUMT00000371850.2|CTC-265N9.1-001|CTC-265N9.1|1571|,ENSMUST00000136083.1|ENSMUSG00000085240.1|OTTMUSG00000005399.1|OTTMUST00000012038.1|Gm12119-001|Gm12119|700|,0.9653331
ENST00000428791.1|ENSG00000225721.5|OTTHUMG00000008489.1|OTTHUMT00000023427.1|RP11-269F19.2-002|RP11-269F19.2|580|,ENSMUST00000136115.1|ENSMUSG00000086876.1|OTTMUSG00000008569.1|OTTMUST00000019422.1|Gm12828-001|Gm12828|289|,0.8620771
ENST00000427819.5|ENSG00000223653.5|OTTHUMG00000010579.1|OTTHUMT00000029197.1|RP11-131L23.1-001|RP11-131L23.1|1950|,ENSMUST00000136170.3|ENSMUSG00000085773.3|OTTMUSG00000031903.3|OTTMUST00000079096.3|Gm16233-001|Gm16233|1623|,0.9749617
ENST00000624456.1|ENSG00000280169.1|OTTHUMG00000182528.1|OTTHUMT00000462186.1|RP11-151A6.6-001|RP11-151A6.6|2203|,ENSMUST00000136187.1|ENSMUSG00000085423.1|OTTMUSG00000025808.1|OTTMUST00000063560.1|Gm15735-001|Gm15735|514|,0.9563943
ENST00000399413.3|ENSG00000214999.3|OTTHUMG00000132872.1|OTTHUMT00000256356.1|AC129492.6-001|AC129492.6|1804|,ENSMUST00000136196.1|ENSMUSG00000086900.1|OTTMUSG00000029340.1|OTTMUST00000072698.1|Kcnab3os-001|Kcnab3os|566|,0.92613846
ENST00000429389.1|ENSG00000231630.1|OTTHUMG00000000565.1|OTTHUMT00000001338.1|RP11-740P5.3-001|RP11-740P5.3|429|,ENSMUST00000136217.2|ENSMUSG00000085069.2|OTTMUSG00000010446.2|OTTMUST00000024317.2|Gm13111-001|Gm13111|3542|,0.95345896
ENST00000609758.1|ENSG00000272940.1|OTTHUMG00000186119.1|OTTHUMT00000472281.1|CTA-384D8.33-001|CTA-384D8.33|448|,ENSMUST00000136218.1|ENSMUSG00000084915.2|OTTMUSG00000035224.1|OTTMUST00000089772.1|C230037L18Rik-001|C230037L18Rik|1886|,0.9371605
ENST00000517927.1|ENSG00000253522.4|OTTHUMG00000163553.1|OTTHUMT00000374137.1|MIR3142HG-001|MIR3142HG|2301|,ENSMUST00000136288.1|ENSMUSG00000086170.1|OTTMUSG00000005446.1|OTTMUST00000012132.1|Gm12144-001|Gm12144|1292|,0.9647192
